发表日期	产品名	抓取来源	是否天猫超市	是否天猫	原文地址	店名	内容	标题	内容_维度	内容_属性	内容_情感	内容_正负面
2016/8/8 21:34	绅士牌-碧根果	苏宁			http://product.suning.com/142026966.html	苏宁自营	不好拆	【苏宁易购超市】百草味 碧根果（奶油味）190g/袋 办公室休闲零食坚果干果长寿果 奶油味炒货				
2016/8/8 21:36	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=18555862369	百家欢欢	东西不错！有坏子！谁吃瓜子没坏子？不错了！这价钱！	新货进口薄壳手剥原味巴西松子500g坚果特级年货干果特价包邮	价格感知	价格	NULL	中性
2016/8/8 21:36	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=44604035053	隔壁家的侯叔叔	松子质量不错，和商家描述的一样。我看两盒都不满，所以称重了一下，带包装都不足400克。建议商家不要为少给几克给用户留下不好的影响。物流也较慢。	松子 东北坚果特产开口松子批发400g 干果非巴西松子包邮 500	外包装|服务|品牌	包装|物流|整体评价	不足|慢|不错	负面|负面|正面
2016/8/8 21:37	绅士牌-碧根果	苏宁			http://product.suning.com/142026966.html	苏宁自营	好好好好好好好好好好好好好好好吃	【苏宁易购超市】百草味 碧根果（奶油味）190g/袋 办公室休闲零食坚果干果长寿果 奶油味炒货	产品	味道	好吃	正面
2016/8/8 21:39	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=18555862369	百家欢欢	好评！	新货进口薄壳手剥原味巴西松子500g坚果特级年货干果特价包邮				
2016/8/8 21:40	绅士牌-碧根果	苏宁			http://product.suning.com/142026966.html	苏宁自营	很好吃，特别香，根本就停不下来	【苏宁易购超市】百草味 碧根果（奶油味）190g/袋 办公室休闲零食坚果干果长寿果 奶油味炒货	产品|产品	喜好度|味道	停不下|好吃	正面|正面
2016/8/8 21:42	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=527171917622	贝亘坚果	好评！	新货进口薄壳手剥原味 巴西松子500g坚果特级年货干果特价包邮				
2016/8/8 21:48	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=18555862369	百家欢欢	好评！	新货进口薄壳手剥原味巴西松子500g坚果特级年货干果特价包邮				
2016/8/8 21:50	绅士牌-碧根果	苏宁			http://product.suning.com/142026966.html	苏宁自营	没有我想象中的味道好	【苏宁易购超市】百草味 碧根果（奶油味）190g/袋 办公室休闲零食坚果干果长寿果 奶油味炒货	产品	味道	好	正面
2016/8/8 21:54	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=43296271438	杭州坚果之家	好评！	新货进口薄壳手剥原味巴西松子500g坚果特级特产干果特价包邮				
2016/8/8 22:03	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=14228035956	旋转小小易	很好	鲜烤鱿鱼足片 果树栀烤出来的章鱼足 巴西熏烤味道 4份包邮 200g				
2016/8/8 22:04	绅士牌-组合	苏宁			http://product.suning.com/152721226.html	苏宁自营	不错	百草味 吃货组合1058g				
2016/8/8 22:11	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=522113127240	姚福记食品	好吃	包邮 姚福记新货手剥巴西松子原味干货坚果零食手拨500g干果散装	产品	味道	好吃	正面
2016/8/8 22:11	绅士牌-核桃	苏宁			http://product.suning.com/121543219.html	苏宁自营	这个牌子的核桃好吃没有坏的很划算！	【苏宁易购超市】姚生记 新疆薄皮大核桃/生 500g 坚果蜜饯	产品|价格感知|品牌	味道|价格|知名度	好吃|很划算|好吃	正面|正面|正面
2016/8/8 22:14	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=42934729045	天天的创业小店	好	保真纯天然巴西植物象牙果 隔片隔珠佛珠DIY配件金刚星月菩提配饰				
2016/8/8 22:19	绅士牌-碧根果	苏宁			http://product.suning.com/142026966.html	苏宁自营	便宜	【苏宁易购超市】百草味 碧根果（奶油味）190g/袋 办公室休闲零食坚果干果长寿果 奶油味炒货	价格感知	价格	便宜	正面
2016/8/8 22:20	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=18555862369	百家欢欢	好评！	新货进口薄壳手剥原味巴西松子500g坚果特级年货干果特价包邮				
2016/8/8 22:21	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=18555862369	百家欢欢	很好	新货进口薄壳手剥原味巴西松子500g坚果特级年货干果特价包邮				
2016/8/8 22:23	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=531925351767	逸香惠	挺好吃的 买回来就干掉半盒了 快递速度相当快了	手剥巴西松子新货500g特级薄壳原味松子进口坚果零食干果罐装包邮	产品|服务	味道|物流	好吃|快	正面|正面
2016/8/8 22:25	绅士牌-碧根果	苏宁			http://product.suning.com/142026966.html	苏宁自营	好吃	【苏宁易购超市】百草味 碧根果（奶油味）190g/袋 办公室休闲零食坚果干果长寿果 奶油味炒货	产品	味道	好吃	正面
2016/8/8 22:29	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=44604035053	隔壁家的侯叔叔	第一次在网上买松子和核桃，味道不错?重点是家人都喜欢吃，下次继续来这里购买。	松子 东北坚果特产开口松子批发400g 干果非巴西松子包邮 500	产品|产品|品牌	味道|喜好度|回头率	不错|喜欢|继续	正面|正面|正面
2016/8/8 22:32	绅士牌-组合	天猫商城		天猫	http://detail.tmall.com/item.htm?id=535697058914	planters绅士旗舰店	好次！停不下来	卡夫旗下美国原装进口零食/坚果Planters绅士牌精选混合坚果233g	产品	喜好度	停不下	正面
2016/8/8 22:34	绅士牌-碧根果	苏宁			http://product.suning.com/142026966.html	苏宁自营	不错小孩挺喜欢吃的	【苏宁易购超市】百草味 碧根果（奶油味）190g/袋 办公室休闲零食坚果干果长寿果 奶油味炒货	产品	喜好度	喜欢	正面
2016/8/8 22:40	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=44604035053	隔壁家的侯叔叔	口味蛮好	松子 东北坚果特产开口松子批发400g 干果非巴西松子包邮 500	产品	味道	NULL	中性
2016/8/8 22:41	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=522113127240	姚福记食品	还没吃，想出去玩带这吃，先好评，回来再追加	包邮 姚福记新货手剥巴西松子原味干货坚果零食手拨500g干果散装				
2016/8/8 22:49	绅士牌-花生	天猫商城		天猫	http://detail.tmall.com/item.htm?id=535696118507	planters绅士旗舰店	好香好大粒的花生，吃到停唔到口，超赞啊。。。	卡夫旗下美国进口零食坚果Planters绅士墨西哥辣椒花生170g				
2016/8/8 22:51	绅士牌-花生	天猫商城		天猫	http://detail.tmall.com/item.htm?id=535696118507	planters绅士旗舰店		卡夫旗下美国进口零食坚果Planters绅士墨西哥辣椒花生170g				
2016/8/8 22:52	绅士牌-花生	天猫商城		天猫	http://detail.tmall.com/item.htm?id=535768944695	planters绅士旗舰店	劲好吃。。。。	卡夫旗下美国原装进口坚果Planters海盐焦糖花生零食坚果170g	产品	味道	好吃	正面
2016/8/8 22:55	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=18555862369	百家欢欢	好评！	新货进口薄壳手剥原味巴西松子500g坚果特级年货干果特价包邮				
2016/8/8 22:59	绅士牌-花生	天猫商城		天猫	http://detail.tmall.com/item.htm?id=535696118507	planters绅士旗舰店	这个口味真的爽哦！童年的味道	卡夫旗下美国进口零食坚果Planters绅士墨西哥辣椒花生170g	产品|产品	味道|味道	爽|NULL	正面|中性
2016/8/8 23:00	绅士牌-花生	天猫商城		天猫	http://detail.tmall.com/item.htm?id=535696118507	planters绅士旗舰店	赞赞赞！	卡夫旗下美国进口零食坚果Planters绅士墨西哥辣椒花生170g				
2016/8/8 23:01	绅士牌-花生	天猫商城		天猫	http://detail.tmall.com/item.htm?id=535622287726	planters绅士旗舰店	好吃！！！美国进口，特有范，值得推荐！	卡夫旗下美国原装进口零食坚果Planters绅士牌盐焗鸡尾花生184g	价格感知|产品	价格|味道	值得推荐|好吃	正面|正面
2016/8/8 23:05	绅士牌-碧根果	苏宁			http://product.suning.com/142026966.html	苏宁自营	好吃美味值得品尝	【苏宁易购超市】百草味 碧根果（奶油味）190g/袋 办公室休闲零食坚果干果长寿果 奶油味炒货	品牌|产品	回头率|味道	值得|好吃	正面|正面
2016/8/8 23:06	绅士牌-花生	天猫商城		天猫	http://detail.tmall.com/item.htm?id=535696118507	planters绅士旗舰店	好吃～辣味更过瘾，美国进口，值得推荐！	卡夫旗下美国进口零食坚果Planters绅士墨西哥辣椒花生170g	价格感知|产品	价格|味道	值得推荐|好吃	正面|正面
2016/8/8 23:08	绅士牌-花生	京东商城			http://club.jd.com/repay/3260392_b7b0aeee-cb14-492a-8ee4-405fd69480c6_1.html		亨氏旗下产品果然味道好，品质棒，值得选购	美国进口 绅士牌（planters) 美式盐焗鸡尾花生184g	品牌|产品|品牌	回头率|味道|整体评价	值得|好|棒	正面|正面|正面
2016/8/8 23:08	绅士牌-花生	京东商城			http://club.jd.com/repay/2999857_7d9d4afe-5f17-49e8-a217-c3c4d8909afa_1.html		完美口味	美国进口 绅士牌(Planters)墨西哥辣味花生170g	产品	味道	完美	正面
2016/8/8 23:08	绅士牌-花生	天猫商城		天猫	http://detail.tmall.com/item.htm?id=535768944695	planters绅士旗舰店	好吃～美国进口，值得推荐???	卡夫旗下美国原装进口坚果Planters海盐焦糖花生零食坚果170g	价格感知|产品	价格|味道	值得推荐|好吃	正面|正面
2016/8/8 23:14	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=14228035956	旋转小小易	好评！	鲜烤鱿鱼足片 果树栀烤出来的章鱼足 巴西熏烤味道 4份包邮 200g				
2016/8/8 23:21	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=18555862369	百家欢欢	送了挺大两包单独包装的松子尝了尝，有点儿皮了。正装还没尝	新货进口薄壳手剥原味巴西松子500g坚果特级年货干果特价包邮	外包装	包装	单独包装	正面
2016/8/8 23:25	绅士牌-碧根果	苏宁			http://product.suning.com/142026966.html	苏宁自营	''，，，，，，，，，，，好好	【苏宁易购超市】百草味 碧根果（奶油味）190g/袋 办公室休闲零食坚果干果长寿果 奶油味炒货				
2016/8/8 23:35	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=18555862369	百家欢欢	行，坏籽少，也不太小。	新货进口薄壳手剥原味巴西松子500g坚果特级年货干果特价包邮				
2016/8/8 23:39	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=522113127240	姚福记食品	抱歉确认晚了。东西很好，性价比高，新鲜，味道好。同时还买了一百多元一斤的，个头目测似乎不差什么，但当然还是那款个头大些，也饱满好剥。	包邮 姚福记新货手剥巴西松子原味干货坚果零食手拨500g干果散装	产品|产品|价格感知|安全性|品牌|产品	果实|味道|价格|货期|回头率|果实	差|好|性价比高|新鲜|还买|饱满	负面|正面|正面|正面|正面|正面
2016/8/8 23:39	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=38327277325	姚福记食品	与80元的货色比，籽大，饱满，捏在手指些剥壳要容易得多。下次买这个!	包邮7月特级姚福记巴西松子新货500g小包装手剥原味干果坚果零食	产品|产品|产品	果实|果实|果实	容易|籽大|饱满	正面|正面|正面
2016/8/8 23:39	绅士牌-花生	天猫商城		天猫	http://detail.tmall.com/item.htm?id=535696118507	planters绅士旗舰店	好吃，好评	卡夫旗下美国进口零食坚果Planters绅士墨西哥辣椒花生170g	产品	味道	好吃	正面
2016/8/8 23:54	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=18555862369	百家欢欢	这次的不太新鲜，不会在来买了，最后一次。	新货进口薄壳手剥原味巴西松子500g坚果特级年货干果特价包邮	安全性	货期	新鲜	正面
2016/8/8 23:56	绅士牌-花生	京东商城			http://club.jd.com/repay/3260374_d59d1fe5-6ae2-493d-8f1d-90ed52e63c78_1.html		好好吃的花生米	美国进口 绅士牌（planters) 美式甜脆花生283g	产品	味道	好吃	正面
2016/8/9 0:05	绅士牌-组合	京东商城			http://club.jd.com/repay/2999859_13db6269-5493-422b-8bb3-af04616cf8a8_1.html		感觉软软的，不是那种很脆的，而且运输途中晃动过后内部食物碎了好多，可惜了。	美国进口 绅士牌(Planters)精选混合坚果(巴旦木，腰果，巴西果，碧根果，开心果)248g	外包装|服务	包装|物流	碎了|晃动	负面|负面
2016/8/9 0:07	绅士牌-碧根果	苏宁			http://product.suning.com/142026966.html	苏宁自营	很好	【苏宁易购超市】百草味 碧根果（奶油味）190g/袋 办公室休闲零食坚果干果长寿果 奶油味炒货				
2016/8/9 0:24	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=18555862369	百家欢欢	好评！	新货进口薄壳手剥原味巴西松子500g坚果特级年货干果特价包邮				
2016/8/9 0:25	绅士牌-组合	苏宁			http://product.suning.com/152721226.html	苏宁自营	好吃	百草味 吃货组合1058g	产品	味道	好吃	正面
2016/8/9 0:42	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=18555862369	百家欢欢	挺不错，偶尔有坏果。但基本很少。确实好剥，跟瓜子一样好磕～就是外壳盐分比较多～	新货进口薄壳手剥原味巴西松子500g坚果特级年货干果特价包邮	产品	果实	好剥	正面
2016/8/9 1:21	绅士牌-组合	苏宁			http://product.suning.com/152721226.html	苏宁自营	老婆很喜欢的快递速度很快	百草味 吃货组合1058g	产品|服务	喜好度|物流	喜欢|很快	正面|正面
2016/8/9 1:59	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=14228035956	旋转小小易	还没吃	鲜烤鱿鱼足片 果树栀烤出来的章鱼足 巴西熏烤味道 4份包邮 200g				
2016/8/9 2:49	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=522113127240	姚福记食品	好评！	包邮 姚福记新货手剥巴西松子原味干货坚果零食手拨500g干果散装				
2016/8/9 2:54	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=18555862369	百家欢欢	好评！	新货进口薄壳手剥原味巴西松子500g坚果特级年货干果特价包邮				
2016/8/9 3:44	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=522113127240	姚福记食品	好评！	包邮 姚福记新货手剥巴西松子原味干货坚果零食手拨500g干果散装				
2016/8/9 3:48	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=520553724046	雅墅网赚中心	好评！	百草味旗舰店原味巴西松子128g特级新货开口手剥坚果干果炒货零食				
2016/8/9 6:14	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=525152052101	vivivee	以为品牌的坏的会少点，还是有坏的	百草味旗舰店手剥松子128g坚果炒货干果特产零食新货开口巴西瓜子	品牌	知名度	坏	负面
2016/8/9 6:18	绅士牌-碧根果	苏宁			http://product.suning.com/142026966.html	苏宁自营	很好吃吃完后感觉太少了还没吃够赞	【苏宁易购超市】百草味 碧根果（奶油味）190g/袋 办公室休闲零食坚果干果长寿果 奶油味炒货	产品	味道	好吃	正面
2016/8/9 6:28	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=534712604097	青丝坊10	还凑合	【天天特价】巴西松子500g进口特级坚果薄壳手剥炒货干果零食罐装				
2016/8/9 6:51	绅士牌-碧根果	苏宁			http://product.suning.com/142026966.html	苏宁自营	很好	【苏宁易购超市】百草味 碧根果（奶油味）190g/袋 办公室休闲零食坚果干果长寿果 奶油味炒货				
2016/8/9 6:52	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=18555862369	百家欢欢	东西不错，坏的很少，个头大小都有还好，就是有点不太脆。值这个价。	新货进口薄壳手剥原味巴西松子500g坚果特级年货干果特价包邮	产品|价格感知	果实|价格	还好|值这个价	正面|正面
2016/8/9 6:53	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=18555862369	百家欢欢	还好吧	新货进口薄壳手剥原味巴西松子500g坚果特级年货干果特价包邮				
2016/8/9 7:11	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=18555862369	百家欢欢	就是稍微有一点点潮了，希望卖家好好保存	新货进口薄壳手剥原味巴西松子500g坚果特级年货干果特价包邮	服务|外包装	售前/后|包装	好好|潮了	正面|负面
2016/8/9 7:17	绅士牌-花生	淘宝网			http://item.taobao.com/item.htm?id=41640143212	xx坏呵	好评！	美国进口Planters绅士干焗花生盐焗淡盐1470g1.47kg罐装鸡尾花生				
2016/8/9 7:34	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=23771460265	小郎君山核桃	好评！	2016特级新货手剥薄壳原味巴西松子500g罐装特价干果坚果炒货包邮				
2016/8/9 7:35	绅士牌-花生	京东商城			http://club.jd.com/repay/3260372_beefc5c9-40a2-499d-8e70-9b0d59247bec_1.html		味道不错，送货很快的。	美国进口 绅士牌（planters) 美式海盐焦糖花生170g	产品|服务	味道|物流	不错|很快	正面|正面
2016/8/9 7:36	绅士牌-组合	京东商城			http://club.jd.com/repay/2999859_398ba62b-c61d-4b8c-b728-8b0282fc3ff9_1.html		味道不错，送货很快的，孩子爱吃。	美国进口 绅士牌(Planters)精选混合坚果(巴旦木，腰果，巴西果，碧根果，开心果)248g	产品|产品|服务	味道|喜好度|物流	不错|爱吃|很快	正面|正面|正面
2016/8/9 7:48	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=23771460265	小郎君山核桃	好评！	2016特级新货手剥薄壳原味巴西松子500g罐装特价干果坚果炒货包邮				
2016/8/9 7:54	绅士牌-花生	天猫商城		天猫	http://detail.tmall.com/item.htm?id=535696118507	planters绅士旗舰店	非常好！	卡夫旗下美国进口零食坚果Planters绅士墨西哥辣椒花生170g				
2016/8/9 8:00	绅士牌-碧根果	苏宁			http://product.suning.com/142026966.html	苏宁自营	好吃好吃好吃	【苏宁易购超市】百草味 碧根果（奶油味）190g/袋 办公室休闲零食坚果干果长寿果 奶油味炒货	产品	味道	好吃	正面
2016/8/9 8:02	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=18555862369	百家欢欢	货品速度极快，这松子价格比其它的要实惠很多，而且味道都一样好吃，一到货一次性就差不多干掉一盒，吃完下次再来.	新货进口薄壳手剥原味巴西松子500g坚果特级年货干果特价包邮	品牌|价格感知|服务|产品|服务	回头率|价格|物流|味道|物流	下次再来|实惠|NULL|一样|快	正面|正面|中性|正面|正面
2016/8/9 8:18	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=18555862369	百家欢欢	好评！	新货进口薄壳手剥原味巴西松子500g坚果特级年货干果特价包邮				
2016/8/9 8:30	绅士牌-碧根果	苏宁			http://product.suning.com/142026966.html	苏宁自营	挺好的一直	【苏宁易购超市】百草味 碧根果（奶油味）190g/袋 办公室休闲零食坚果干果长寿果 奶油味炒货	品牌	回头率	一直	正面
2016/8/9 8:32	绅士牌-碧根果	国美			http://m.gome.com.cn/product-A0005623245-pop8007664695.html	枷火食品专营店	烤的刚刚好，没有坏的，味道不错，稍微便宜些就更好了	畅选 碧根果188g*1袋 休闲零食 年货送礼 坚果干果零食特产长寿果	价格感知|产品	价格|味道	便宜|不错	正面|正面
2016/8/9 8:34	绅士牌-碧根果	国美			http://m.gome.com.cn/product-A0005718368-pop8008210912.html	枷火食品专营店	不错物流很快，坚果很够量，总体满意，赞一下	畅选 新货盐焗腰果218g*1夏威夷果188g*1碧根果188g*1 原味零食坚果干果特产 年货送礼	服务	物流	很快	正面
2016/8/9 8:38	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=530820634386	佳伊201032	好!	正品巴西焗油柔顺生命果护理发膜补水神器倒膜头发染烫受损修复				
2016/8/9 8:42	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=522113127240	姚福记食品	好评！	包邮 姚福记新货手剥巴西松子原味干货坚果零食手拨500g干果散装				
2016/8/9 8:46	绅士牌-碧根果	国美			http://m.gome.com.cn/product-A0005718368-pop8008210912.html	枷火食品专营店	很划算，三种坚果都是我最爱	畅选 新货盐焗腰果218g*1夏威夷果188g*1碧根果188g*1 原味零食坚果干果特产 年货送礼	价格感知|产品	价格|喜好度	很划算|最爱	正面|正面
2016/8/9 8:46	绅士牌-碧根果	国美			http://m.gome.com.cn/product-A0005623245-pop8007664695.html	枷火食品专营店	不错哦	畅选 碧根果188g*1袋 休闲零食 年货送礼 坚果干果零食特产长寿果				
2016/8/9 8:50	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=18555862369	百家欢欢	好评！	新货进口薄壳手剥原味巴西松子500g坚果特级年货干果特价包邮				
2016/8/9 8:52	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=18555862369	百家欢欢	好评	新货进口薄壳手剥原味巴西松子500g坚果特级年货干果特价包邮				
2016/8/9 8:54	绅士牌-花生	天猫商城		天猫	http://detail.tmall.com/item.htm?id=535696118507	planters绅士旗舰店	好吃的停下来，马上就吃完了	卡夫旗下美国进口零食坚果Planters绅士墨西哥辣椒花生170g	产品	味道	好吃	正面
2016/8/9 8:59	绅士牌-碧根果	国美			http://m.gome.com.cn/product-A0005623245-pop8007664695.html	枷火食品专营店	不错好吃	畅选 碧根果188g*1袋 休闲零食 年货送礼 坚果干果零食特产长寿果	产品	味道	好吃	正面
2016/8/9 8:59	绅士牌-碧根果	国美			http://m.gome.com.cn/product-A0005718368-pop8008210912.html	枷火食品专营店	味道还可以	畅选 新货盐焗腰果218g*1夏威夷果188g*1碧根果188g*1 原味零食坚果干果特产 年货送礼	产品	味道	还可以	正面
2016/8/9 9:01	绅士牌-组合	京东商城			http://club.jd.com/repay/3260364_084b5778-699f-4528-9da0-0e33447cd9fd_1.html		不错，好吃，物流快。	美国进口 绅士牌（planters) 精选大罐混合坚果（腰果、巴旦木、碧根果、巴西果、榛子）963g	产品|服务	味道|物流	好吃|快	正面|正面
2016/8/9 9:01	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=18555862369	百家欢欢	期待的宝贝收到。和我想象的一样，味道也好，物流也快！很棒！五星好评！	新货进口薄壳手剥原味巴西松子500g坚果特级年货干果特价包邮	品牌|产品|服务	整体评价|味道|物流	五星|也好|快	正面|正面|正面
2016/8/9 9:03	绅士牌-碧根果	苏宁			http://product.suning.com/142026966.html	苏宁自营	不错啊啊啊啊	【苏宁易购超市】百草味 碧根果（奶油味）190g/袋 办公室休闲零食坚果干果长寿果 奶油味炒货				
2016/8/9 9:05	绅士牌-核桃	苏宁			http://product.suning.com/124504587.html	苏宁自营	生的吧味道一般	金百岁农庄 精品核桃350g	产品	味道	一般	负面
2016/8/9 9:07	绅士牌-核桃	苏宁			http://product.suning.com/121543219.html	苏宁自营	快快	【苏宁易购超市】姚生记 新疆薄皮大核桃/生 500g 坚果蜜饯				
2016/8/9 9:08	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=18555862369	百家欢欢	好评！	新货进口薄壳手剥原味巴西松子500g坚果特级年货干果特价包邮				
2016/8/9 9:11	绅士牌-花生	天猫商城		天猫	http://detail.tmall.com/item.htm?id=535696118507	planters绅士旗舰店	包装严实，还有小礼物，赞赞赞	卡夫旗下美国进口零食坚果Planters绅士墨西哥辣椒花生170g	外包装|价格感知	包装|促销活动	严实|小礼物	正面|正面
2016/8/9 9:14	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=18555862369	百家欢欢	还是不错的，价格也好	新货进口薄壳手剥原味巴西松子500g坚果特级年货干果特价包邮	价格感知	价格	也好	正面
2016/8/9 9:14	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=18555862369	百家欢欢	物美价廉，不错	新货进口薄壳手剥原味巴西松子500g坚果特级年货干果特价包邮	价格感知	价格	物美价廉	正面
2016/8/9 9:18	绅士牌-碧根果	苏宁			http://product.suning.com/142026966.html	苏宁自营	很好，但是已经吃完了，没有图片，哈哈哈	【苏宁易购超市】百草味 碧根果（奶油味）190g/袋 办公室休闲零食坚果干果长寿果 奶油味炒货				
2016/8/9 9:22	绅士牌-花生	天猫商城		天猫	http://detail.tmall.com/item.htm?id=535696118507	planters绅士旗舰店	太好吃了	卡夫旗下美国进口零食坚果Planters绅士墨西哥辣椒花生170g	产品	味道	好吃	正面
2016/8/9 9:25	绅士牌-碧根果	苏宁			http://product.suning.com/142026966.html	苏宁自营	可以	【苏宁易购超市】百草味 碧根果（奶油味）190g/袋 办公室休闲零食坚果干果长寿果 奶油味炒货				
2016/8/9 9:27	绅士牌-碧根果	苏宁			http://product.suning.com/142026966.html	苏宁自营	好吃实惠	【苏宁易购超市】百草味 碧根果（奶油味）190g/袋 办公室休闲零食坚果干果长寿果 奶油味炒货	产品|价格感知	味道|价格	好吃|实惠	正面|正面
2016/8/9 9:32	绅士牌-碧根果	国美			http://m.gome.com.cn/product-A0005718368-pop8008210912.html	枷火食品专营店	好吃，都挺大个的	畅选 新货盐焗腰果218g*1夏威夷果188g*1碧根果188g*1 原味零食坚果干果特产 年货送礼	产品	味道	好吃	正面
2016/8/9 9:32	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=18555862369	百家欢欢	价格不高，松子坏的也少，唯一的遗憾是不够新鲜，不是那么脆了。	新货进口薄壳手剥原味巴西松子500g坚果特级年货干果特价包邮	价格感知|安全性	价格|货期	高|新鲜	正面|正面
2016/8/9 9:32	绅士牌-碧根果	苏宁			http://product.suning.com/142026966.html	苏宁自营	一般般	【苏宁易购超市】百草味 碧根果（奶油味）190g/袋 办公室休闲零食坚果干果长寿果 奶油味炒货				
2016/8/9 9:33	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=18555862369	百家欢欢	价钱很便宜，个头不小，一直喜欢手剥松子。	新货进口薄壳手剥原味巴西松子500g坚果特级年货干果特价包邮	品牌|产品|价格感知|产品	回头率|果实|价格|喜好度	一直|小|便宜|喜欢	正面|负面|正面|正面
2016/8/9 9:33	绅士牌-组合	苏宁			http://product.suning.com/152721226.html	苏宁自营	很划算	百草味 吃货组合1058g	价格感知	价格	很划算	正面
2016/8/9 9:34	绅士牌-碧根果	国美			http://m.gome.com.cn/product-A0005623245-pop8007664695.html	枷火食品专营店	好吃的，停不下来，吧唧吧唧就没了	畅选 碧根果188g*1袋 休闲零食 年货送礼 坚果干果零食特产长寿果	产品|产品	喜好度|味道	停不下|好吃	正面|正面
2016/8/9 9:35	绅士牌-鲍鱼果	淘宝网			http://item.taobao.com/item.htm?id=18555862369	百家欢欢	收到货吃了一点马上就又买了因为松子非常的好哦	新货进口薄壳手剥原味巴西松子500g坚果特级年货干果特价包邮	服务	物流	NULL	中性
2016/8/9 9:37	绅士牌-碧根果	国美			http://m.gome.com.cn/product-A0005623245-pop8007664695.html	枷火食品专营店	还行	畅选 碧根果188g*1袋 休闲零食 年货送礼 坚果干果零食特产长寿果				
2016/8/9 9:38	绅士牌-碧根果	国美			http://m.gome.com.cn/product-A0005718368-pop8008210912.html	枷火食品专营店	足足三袋，价格实惠	畅选 新货盐焗腰果218g*1夏威夷果188g*1碧根果188g*1 原味零食坚果干果特产 年货送礼	价格感知	价格	实惠	正面
2016/8/9 9:39	绅士牌-花生	天猫商城		天猫	http://detail.tmall.com/item.htm?id=535696118507	planters绅士旗舰店	非常好吃	卡夫旗下美国进口零食坚果Planters绅士墨西哥辣椒花生170g	产品	味道	好吃	正面
